Customer ID,Marital,Job,Home,Income,Expenses,Assets,Debt,Loan_Term,Loan_Amount,Job_type_1,Job_type_2,Credit Score
364939,single,fixed,tenant,195000,45000,0,0,60,700,0,1,62
364940,married,fixed,owner,112000,75000,4000,0,24,500,0,1,72
364941,married,freelance,owner,210000,90000,15000,0,30,1550,1,0,81
364942,married,fixed,tenant,155000,75000,3500,200,48,1100,0,1,78
364943,single,freelance,owner,394000,35000,16000,0,36,1500,1,0,47
364944,married,fixed,tenant,149000,60000,0,0,36,200,0,1,77
364945,married,fixed,tenant,120000,57000,0,0,48,800,0,1,61
364946,married,freelance,owner,400000,60000,86000,0,48,930,1,0,71
364947,married,fixed,owner,165000,45000,5000,0,12,900,0,1,73
364948,married,freelance,owner,125000,75000,6000,0,36,600,1,0,69
364949,single,fixed,tenant,74000,42000,0,0,48,600,0,1,62
364950,married,fixed,owner,86000,75000,4900,0,60,1300,0,1,71
364951,married,fixed,owner,185000,45000,5000,0,48,1000,0,1,69
364952,married,fixed,tenant,165000,77000,0,0,60,1350,0,1,64
364953,married,fixed,tenant,110000,75000,7000,0,54,1275,0,1,57
364954,married,fixed,tenant,138000,74000,0,0,60,1400,0,1,55
364955,married,freelance,owner,300000,75000,5000,0,24,600,1,0,69
364956,single,fixed,owner,147000,35000,3500,0,36,1886,0,1,71
364957,single,freelance,tenant,348000,35000,25300,15500,60,1200,1,0,22
364958,married,fixed,tenant,112000,60000,6550,0,60,600,0,1,71
364959,married,freelance,owner,350000,75000,6500,0,60,800,1,0,59
364960,married,fixed,owner,110000,45000,15000,0,12,300,0,1,102
364961,married,parttime,owner,75000,45000,2000,0,48,900,0,0,50
364962,married,fixed,tenant,230000,113000,0,0,36,950,0,1,69
364963,married,fixed,tenant,85000,75000,8000,0,60,1400,0,1,52
364964,married,freelance,owner,210000,75000,4000,120,48,1200,1,0,65
364965,married,fixed,owner,125000,75000,5000,0,60,1200,0,1,85
364966,married,fixed,owner,149000,75000,3500,0,60,1400,0,1,90
364967,married,fixed,owner,201000,75000,2500,96,48,1100,0,1,67
364968,married,fixed,tenant,105000,60000,0,0,60,1200,0,1,63
364969,married,fixed,tenant,183000,78000,0,0,12,600,0,1,54
364970,single,fixed,tenant,113000,46000,0,0,24,700,0,1,34
364971,married,fixed,owner,126000,45000,3000,3700,24,200,0,1,80
364972,married,freelance,owner,300000,120000,5000,0,36,1000,1,0,68
364973,married,fixed,owner,160000,75000,6000,0,60,1000,0,1,76
364974,married,fixed,owner,160000,90000,7500,0,12,500,0,1,101
364975,married,freelance,tenant,89000,45000,0,0,36,1600,1,0,45
364976,married,freelance,owner,95000,60000,8000,0,60,1000,1,0,60
364977,married,fixed,owner,125000,75000,5500,4000,60,950,0,1,76
364978,married,fixed,tenant,120000,87000,0,0,60,1177,0,1,50
364979,married,fixed,tenant,359000,126000,0,0,36,870,0,1,68
364980,married,fixed,owner,80000,45000,4000,0,60,1200,0,1,87
364981,single,parttime,tenant,67000,35000,0,0,60,1050,0,0,48
364982,married,fixed,owner,148000,90000,12000,0,48,1000,0,1,68
364983,married,fixed,owner,298000,45000,8000,0,60,1700,0,1,61
364984,married,fixed,owner,318000,75000,4500,700,24,700,0,1,102
364985,married,fixed,owner,185000,75000,4000,0,60,1100,0,1,78
364986,married,freelance,owner,39000,60000,9500,250,36,750,1,0,67
364987,married,fixed,tenant,194000,45000,0,0,48,1200,0,1,62
364988,single,fixed,tenant,80000,35000,3000,0,60,1500,0,1,47
364989,married,fixed,owner,147000,75000,2000,900,24,400,0,1,71
364990,married,freelance,owner,156000,105000,10000,0,24,800,1,0,74
364991,married,fixed,owner,178000,75000,3000,0,36,1000,0,1,69
364992,married,fixed,owner,130000,75000,4000,0,24,400,0,1,92
364993,single,parttime,tenant,63000,35000,0,0,36,1000,0,0,50
364994,single,fixed,tenant,88000,35000,0,0,36,750,0,1,52
364995,married,fixed,tenant,140000,45000,0,0,60,1200,0,1,65
364996,married,parttime,tenant,115000,45000,2000,0,60,750,0,0,34
364997,married,fixed,owner,83000,60000,2500,0,60,1100,0,1,51
364998,married,fixed,tenant,144000,60000,3000,0,36,1000,0,1,65
364999,married,freelance,owner,200000,45000,100000,0,24,1000,1,0,101
365000,married,fixed,tenant,172000,90000,3000,0,60,1100,0,1,76
365001,married,freelance,tenant,200000,105000,4000,500,60,900,1,0,65
365002,married,fixed,owner,318000,60000,7000,0,60,1900,0,1,78
365003,married,fixed,owner,177000,60000,6300,4000,60,1370,0,1,71
365004,married,fixed,owner,133000,60000,4000,0,48,1000,0,1,75
365005,single,freelance,owner,150000,35000,9000,0,60,984,1,0,48
365006,single,fixed,owner,208000,35000,9000,0,36,1000,0,1,81
365007,married,fixed,owner,145000,75000,1434,0,30,300,0,1,76
365008,married,fixed,owner,157000,60000,5000,0,60,2000,0,1,84
365009,married,fixed,owner,190000,45000,9500,200,60,1800,0,1,74
365010,single,parttime,tenant,86000,35000,0,0,60,1000,0,0,37
365011,single,fixed,tenant,90000,35000,0,0,24,600,0,1,52
365012,married,parttime,tenant,100000,100000,30000,0,60,1500,0,0,29
365013,married,fixed,tenant,214000,56000,0,0,24,800,0,1,54
365014,single,fixed,tenant,100000,45000,0,0,60,1150,0,1,59
365015,married,fixed,tenant,117000,57000,0,0,48,800,0,1,74
365016,married,fixed,owner,110000,45000,4000,0,18,455,0,1,86
365017,married,fixed,tenant,168000,62000,0,0,36,1200,0,1,62
365018,married,freelance,owner,150000,45000,9000,0,48,1700,1,0,77
365019,married,fixed,owner,166000,45000,7000,0,60,600,0,1,101
365020,married,freelance,tenant,283000,90000,0,0,24,700,1,0,56
365021,married,freelance,tenant,149000,90000,0,0,60,1350,1,0,47
365022,married,freelance,owner,250000,90000,4500,0,36,1500,1,0,78
365023,married,parttime,owner,120000,60000,2500,1500,48,600,0,0,53
365024,married,freelance,owner,236000,35000,3500,1000,60,1000,1,0,63
365025,single,parttime,owner,277000,45000,6000,3500,60,1700,0,0,17
365026,single,parttime,tenant,55000,35000,0,0,60,950,0,0,44
365027,single,fixed,tenant,200000,35000,4000,0,36,600,0,1,78
365028,single,fixed,tenant,235000,45000,0,0,60,800,0,1,73
365029,married,fixed,owner,80000,45000,1500,0,48,1260,0,1,89
365030,married,freelance,owner,200000,45000,7000,0,48,1540,1,0,89
365031,married,fixed,tenant,140000,45000,3000,0,60,1200,0,1,77
365032,married,fixed,tenant,125000,73000,0,0,60,700,0,1,57
365033,married,fixed,tenant,185000,94000,0,0,60,1200,0,1,55
365034,married,fixed,owner,190000,105000,2500,300,42,1100,0,1,70
365035,married,freelance,owner,150000,60000,23000,0,60,1200,1,0,83
365036,married,fixed,owner,102000,60000,5000,0,60,700,0,1,74
365037,married,fixed,tenant,170000,77000,4000,0,60,1300,0,1,60
365038,married,fixed,owner,315000,60000,3500,266,60,1000,0,1,92
365039,married,freelance,tenant,130000,88000,0,0,12,250,1,0,69
365040,married,fixed,owner,156000,45000,6000,0,36,700,0,1,90
365041,married,fixed,tenant,177000,93000,0,0,60,800,0,1,77
365042,single,freelance,owner,341000,60000,4500,0,36,900,1,0,54
365043,married,freelance,owner,240000,105000,12000,4200,48,1660,1,0,69
365044,married,freelance,owner,142000,60000,6000,0,12,200,1,0,86
365045,married,freelance,owner,333000,75000,5000,0,36,1000,1,0,96
365046,single,fixed,tenant,125000,35000,5000,0,60,770,0,1,67
365047,married,fixed,tenant,170000,45000,0,0,36,700,0,1,65
365048,married,freelance,owner,220000,75000,16000,500,36,3000,1,0,52
365049,married,fixed,owner,230000,60000,8500,480,36,700,0,1,89
365050,single,fixed,owner,157000,60000,15000,0,60,1000,0,1,77
365051,married,fixed,tenant,340000,60000,16000,0,12,1900,0,1,71
365052,married,parttime,owner,120000,60000,3500,200,60,1000,0,0,62
365053,single,fixed,tenant,91000,44000,0,0,60,1000,0,1,55
365054,married,freelance,tenant,150000,60000,7000,0,42,900,1,0,63
365055,single,fixed,owner,88000,35000,5500,0,36,750,0,1,65
365056,single,parttime,tenant,120000,35000,0,0,48,900,0,0,52
365057,married,freelance,tenant,70000,75000,0,0,60,1000,1,0,31
365058,married,fixed,tenant,106000,56000,0,0,60,650,0,1,49
365059,married,fixed,tenant,162000,35000,4000,100,36,400,0,1,86
365060,married,fixed,tenant,77000,45000,0,0,60,1000,0,1,47
365061,married,fixed,tenant,128000,75000,2500,0,36,550,0,1,58
365062,single,fixed,owner,189000,35000,9000,0,48,1200,0,1,83
365063,married,freelance,owner,300000,60000,40000,3000,36,2000,1,0,82
365064,married,freelance,owner,92000,60000,6000,1700,60,1700,1,0,77
365065,married,freelance,owner,380000,60000,35000,0,48,1100,1,0,78
365066,married,freelance,owner,500000,75000,14000,0,24,1500,1,0,87
365067,married,freelance,tenant,130000,60000,0,0,60,1200,1,0,67
365068,married,fixed,owner,141000,45000,6000,400,60,1100,0,1,95
365069,married,fixed,owner,220000,75000,6500,3600,60,1000,0,1,85
365070,married,fixed,owner,146000,60000,5000,1300,36,400,0,1,89
365071,married,freelance,owner,250000,75000,13500,3700,60,1400,1,0,76
365072,married,fixed,owner,132000,60000,6000,0,36,1200,0,1,71
365073,married,freelance,owner,150000,90000,75000,0,6,3000,1,0,66
365074,married,fixed,tenant,127000,73000,0,0,60,1030,0,1,53
365075,married,parttime,owner,90000,60000,3000,500,60,1000,0,0,71
365076,married,freelance,owner,166000,90000,12500,1000,60,875,1,0,75
365077,married,freelance,owner,69000,45000,12000,0,18,500,1,0,66
365078,married,fixed,owner,182000,45000,4000,0,60,1000,0,1,67
365079,married,freelance,owner,77000,45000,4000,2000,42,750,1,0,82
365080,married,fixed,tenant,50000,45000,0,0,60,950,0,1,46
365081,single,fixed,owner,131000,35000,4000,0,60,1050,0,1,75
365082,single,fixed,tenant,62000,35000,0,0,24,350,0,1,67
365083,married,fixed,owner,60000,75000,3000,400,60,1150,0,1,75
365084,married,fixed,owner,86000,90000,4500,0,60,1200,0,1,78
365085,married,fixed,tenant,143000,59000,0,0,36,1400,0,1,56
365086,married,fixed,tenant,120000,87000,0,0,60,1300,0,1,51
365087,single,fixed,tenant,283000,35000,0,0,60,2000,0,1,51
365088,married,fixed,owner,138000,60000,3000,0,36,1400,0,1,82
365089,married,freelance,tenant,90000,90000,2000,600,12,500,1,0,60
365090,married,fixed,tenant,99000,85000,0,0,60,1200,0,1,28
365091,married,freelance,owner,160000,75000,15000,0,36,3250,1,0,36
365092,married,parttime,owner,330000,60000,9000,3500,60,1300,0,0,77
365093,married,freelance,owner,100000,60000,22000,0,36,1000,1,0,72
365094,married,fixed,tenant,210000,96000,0,0,48,1400,0,1,55
365095,single,fixed,tenant,100000,45000,0,0,30,700,0,1,58
365096,single,parttime,owner,97000,45000,8000,0,36,600,0,0,51
365097,married,freelance,tenant,65000,45000,0,0,60,1500,1,0,58
365098,married,fixed,owner,227000,45000,3000,0,48,600,0,1,76
365099,married,fixed,owner,140000,45000,22000,2500,42,1200,0,1,53
365100,married,fixed,tenant,115000,87000,0,0,48,1100,0,1,68
365101,married,fixed,owner,150000,60000,3500,0,48,700,0,1,94
365102,single,fixed,tenant,90000,35000,0,0,60,1100,0,1,55
365103,married,fixed,owner,275000,90000,12000,0,42,1000,0,1,87
365104,single,fixed,tenant,176000,35000,0,0,60,1190,0,1,56
365105,married,fixed,tenant,110000,71000,3000,0,60,1150,0,1,72
365106,married,fixed,owner,140000,75000,3000,0,60,1450,0,1,83
365107,married,fixed,owner,500000,45000,3500,0,60,1900,0,1,104
365108,married,fixed,owner,66000,75000,3000,0,60,600,0,1,71
365109,married,freelance,owner,273000,60000,10000,0,60,1000,1,0,68
365110,married,freelance,owner,145000,75000,6000,0,48,825,1,0,80
365111,married,fixed,owner,67000,60000,6500,0,60,1080,0,1,81
365112,married,freelance,owner,232000,75000,13500,0,60,1900,1,0,70
365113,married,fixed,owner,80000,90000,3000,1749,60,1030,0,1,46
365114,single,freelance,tenant,130000,35000,0,0,60,800,1,0,71
365115,married,fixed,tenant,200000,45000,0,0,60,700,0,1,61
365116,married,freelance,owner,154000,75000,14000,0,36,850,1,0,61
365117,married,freelance,tenant,187000,90000,2500,750,48,1550,1,0,67
365118,married,fixed,owner,135000,60000,5000,0,48,1200,0,1,84
365119,single,fixed,owner,160000,45000,6000,3000,48,1000,0,1,53
365120,married,fixed,owner,133000,60000,9500,0,60,1500,0,1,73
365121,married,freelance,tenant,230000,173000,5000,0,60,1100,1,0,53
365122,married,fixed,owner,154000,60000,3000,0,60,1000,0,1,73
365123,married,fixed,owner,50000,60000,3500,250,30,600,0,1,84
365124,married,freelance,owner,189000,60000,7000,0,48,1100,1,0,66
365125,married,fixed,owner,202000,60000,4600,1260,60,1400,0,1,74
365126,married,freelance,tenant,20000,90000,0,0,48,1850,1,0,51
365127,married,freelance,owner,40000,60000,4000,0,12,170,1,0,64
365128,married,fixed,tenant,50000,110000,0,0,24,200,0,1,66
365129,married,fixed,owner,125000,45000,4000,0,48,500,0,1,75
365130,married,freelance,tenant,100000,70000,14500,0,60,1250,1,0,46
365131,married,fixed,owner,115000,60000,4000,75,60,1250,0,1,88
365132,married,fixed,tenant,160000,75000,1000,0,60,890,0,1,52
365133,married,fixed,owner,70000,60000,4000,2800,60,600,0,1,68
365134,married,fixed,owner,220000,35000,4000,0,48,1000,0,1,84
365135,married,freelance,tenant,99000,45000,0,0,60,1600,1,0,43
365136,single,freelance,owner,107000,35000,2000,0,6,300,1,0,52
365137,married,fixed,owner,160000,75000,2200,600,60,1550,0,1,71
365138,married,fixed,owner,150000,75000,3000,0,60,1100,0,1,78
365139,married,parttime,owner,232000,45000,10000,0,60,750,0,0,75
365140,married,parttime,owner,120000,45000,6100,1500,60,1000,0,0,70
365141,married,freelance,owner,225000,75000,2000,0,60,1400,1,0,54
365142,single,freelance,tenant,100000,35000,0,0,60,900,1,0,53
365143,married,parttime,owner,80000,75000,4500,300,36,600,0,0,77
365144,single,fixed,owner,208000,35000,6000,3300,60,1500,0,1,71
365145,married,fixed,owner,105000,90000,1150,720,60,200,0,1,93
365146,married,fixed,owner,98000,60000,4000,0,60,860,0,1,83
365147,married,fixed,tenant,532000,113000,0,0,18,1000,0,1,79
365148,married,fixed,owner,140000,60000,4000,0,60,1000,0,1,66
365149,married,fixed,owner,90000,75000,7000,2000,48,500,0,1,86
365150,married,fixed,tenant,155000,76000,0,0,60,800,0,1,79
365151,married,fixed,owner,120000,45000,3500,0,60,300,0,1,75
365152,married,fixed,owner,159000,90000,3000,250,36,300,0,1,84
365153,married,fixed,owner,122000,45000,2000,1000,60,1300,0,1,78
365154,married,parttime,owner,156000,75000,3500,0,60,1300,0,0,71
365155,single,fixed,owner,90000,35000,2500,0,48,1000,0,1,65
365156,single,parttime,owner,130000,35000,5000,0,18,1100,0,0,44
365157,married,freelance,owner,45000,90000,4000,34,18,200,1,0,71
365158,married,parttime,tenant,118000,72000,1000,0,36,600,0,0,58
365159,single,freelance,owner,152000,60000,2000,0,24,400,1,0,55
365160,single,fixed,tenant,135000,49000,0,0,48,1000,0,1,61
365161,married,fixed,tenant,125000,58000,0,0,48,1200,0,1,76
365162,married,freelance,tenant,208000,66000,4000,0,36,1000,1,0,68
365163,single,parttime,tenant,81000,35000,0,0,48,1150,0,0,51
365164,married,fixed,owner,160000,75000,1800,0,24,200,0,1,75
365165,married,freelance,tenant,300000,75000,2700,0,60,1000,1,0,53
365166,married,fixed,tenant,135000,60000,4000,1500,36,1300,0,1,75
365167,married,fixed,tenant,121000,60000,0,0,60,850,0,1,53
365168,single,fixed,tenant,145000,35000,0,0,48,1000,0,1,64
365169,single,fixed,tenant,165000,35000,0,0,48,1300,0,1,64
365170,married,freelance,owner,428000,75000,32000,0,12,500,1,0,102
365171,married,freelance,tenant,233000,68000,0,0,48,1200,1,0,66
365172,married,fixed,owner,245000,90000,4000,0,60,1700,0,1,74
365173,married,freelance,owner,232000,60000,100000,20000,36,1500,1,0,49
365174,married,freelance,owner,200000,75000,9000,4500,48,1400,1,0,46
365175,married,freelance,owner,42000,60000,10000,0,60,910,1,0,68
365176,single,fixed,owner,87000,35000,3500,450,48,500,0,1,57
365177,married,freelance,tenant,200000,45000,3000,1500,48,1000,1,0,57
365178,married,freelance,owner,250000,75000,100000,0,12,600,1,0,102
365179,single,fixed,tenant,350000,70000,0,0,60,2200,0,1,44
365180,married,fixed,tenant,105000,60000,0,0,48,1200,0,1,72
365181,single,freelance,owner,100000,60000,4500,1500,60,400,1,0,48
365182,married,freelance,tenant,160000,75000,5000,0,60,1350,1,0,42
365183,single,freelance,tenant,132000,35000,12000,0,60,1200,1,0,71
365184,single,fixed,tenant,140000,49000,0,0,36,1150,0,1,50
365185,married,fixed,tenant,160000,45000,0,0,60,1400,0,1,52
365186,married,freelance,owner,148000,75000,2600,0,60,1400,1,0,83
365187,married,freelance,tenant,113000,45000,20000,0,36,700,1,0,58
365188,married,fixed,tenant,97000,45000,0,0,60,1500,0,1,54
365189,married,fixed,owner,107000,60000,1500,0,60,1250,0,1,73
365190,married,fixed,tenant,206000,66000,0,0,60,1900,0,1,38
